01-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
02-05-2013,Guru Gobind Singh TPS (Ropar),,1260,640,720,16.78,699
02-05-2013,Guru Nanak Dev TPS(Bhatinda),,440,105,105,2.27,94
02-05-2013,Guru Hargobind Singh TPS(L.mbt),,920,531,617,14.41,600
02-05-2013,Thermal (Total),,2620,1276,1442,33.45,1394
02-05-2013,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],376,343,8.87,370
02-05-2013,Grand Total Generation,Grand Total Generation,3768,1652,1785,42.32,1763
03-05-2013,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
03-05-2013,Pong HPS,396,33,240,0,0.83,35
03-05-2013,Sub Total (F ),2866,1235,2026,993,29.89,1245
03-05-2013,ADHPL HPS(IPP),192,0,60,30,0.94,39
03-05-2013,KWHEP  HPS(IPP),1000,0,550,218,9.36,390
03-05-2013,Malana Stg-II HPS,100,0,20,20,0.50,21
03-05-2013,Shree Cement TPS,300,0,181,195,4.63,193
03-05-2013,Budhil HPS(IPP),70,0,69,25,0.54,22
03-05-2013,Sub Total (G ),1662,0,880,488,15.97,665
03-05-2013,,22836,17327,18238,12650,335.75,13989
03-05-2013,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
03-05-2013,Guru Gobind Singh TPS (Ropar),,1260,740,680,17.69,737
03-05-2013,Guru Nanak Dev TPS(Bhatinda),,440,105,110,2.42,101
03-05-2013,Guru Hargobind Singh TPS(L.mbt),,920,519,708,14.06,586
03-05-2013,Thermal (Total),,2620,1364,1498,34.17,1424
03-05-2013,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],379,377,8.99,375
03-05-2013,Grand Total Generation,Grand Total Generation,3768,1743,1875,43.17,1799
04-05-2013,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
04-05-2013,Pong HPS,396,20,180,0,0.55,23
04-05-2013,Sub Total (F ),2866,1227,1965,977,30.32,1263
04-05-2013,ADHPL HPS(IPP),192,0,60,30,0.94,39
04-05-2013,KWHEP  HPS(IPP),1000,0,404,227,9.08,378
04-05-2013,Malana Stg-II HPS,100,0,0,45,0.34,14
04-05-2013,Shree Cement TPS,300,0,188,198,4.97,207
04-05-2013,Budhil HPS(IPP),70,0,69,26,0.70,29
04-05-2013,Sub Total (G ),1662,0,721,526,16.02,668
04-05-2013,,22836,16864,17798,12593,338.82,14117
04-05-2013,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
04-05-2013,Guru Gobind Singh TPS (Ropar),,1260,840,843,18.00,750
04-05-2013,Guru Nanak Dev TPS(Bhatinda),,440,105,120,2.62,109
04-05-2013,Guru Hargobind Singh TPS(L.mbt),,920,731,730,15.69,654
04-05-2013,Thermal (Total),,2620,1676,1693,36.30,1513
04-05-2013,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],366,377,8.79,366
04-05-2013,Grand Total Generation,Grand Total Generation,3768,2042,2070,45.10,1879
05-05-2013,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
05-05-2013,Pong HPS,396,24,120,0,0.63,26
05-05-2013,Sub Total (F ),2866,1264,2066,1145,30.93,1289
05-05-2013,ADHPL HPS(IPP),192,0,60,30,0.94,39
05-05-2013,KWHEP  HPS(IPP),1000,0,420,210,9.51,396
05-05-2013,Malana Stg-II HPS,100,0,25,111,0.54,23
05-05-2013,Shree Cement TPS,300,0,190,256,5.00,208
05-05-2013,Budhil HPS(IPP),70,0,35,25,0.58,24
05-05-2013,Sub Total (G ),1662,0,730,632,16.56,690
05-05-2013,,22836,16596,17088,13342,333.52,13897
05-05-2013,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
05-05-2013,Guru Gobind Singh TPS (Ropar),,1260,840,844,17.42,726
05-05-2013,Guru Nanak Dev TPS(Bhatinda),,440,120,120,2.57,107
05-05-2013,Guru Hargobind Singh TPS(L.mbt),,920,654,711,14.80,617
05-05-2013,Thermal (Total),,2620,1614,1675,34.80,1450
05-05-2013,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],377,376,9.08,378
05-05-2013,Grand Total Generation,Grand Total Generation,3768,1991,2051,43.87,1828
06-05-2013,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
06-05-2013,Pong HPS,396,24,60,0,0.63,26
06-05-2013,Sub Total (F ),2866,1246,1582,1099,30.43,1268
06-05-2013,ADHPL HPS(IPP),192,0,60,30,0.94,39
06-05-2013,KWHEP  HPS(IPP),1000,0,600,722,11.30,471
06-05-2013,Malana Stg-II HPS,100,0,0,95,0.58,24
06-05-2013,Shree Cement TPS,300,0,190,252,5.38,224
06-05-2013,Budhil HPS(IPP),70,0,35,25,0.58,24
06-05-2013,Sub Total (G ),1662,0,885,1124,18.77,782
06-05-2013,,22836,16766,18134,13376,348.15,14506
06-05-2013,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
06-05-2013,Guru Gobind Singh TPS (Ropar),,1260,1054,860,22.27,928
06-05-2013,Guru Nanak Dev TPS(Bhatinda),,440,120,105,2.41,101
06-05-2013,Guru Hargobind Singh TPS(L.mbt),,920,700,600,14.73,614
06-05-2013,Thermal (Total),,2620,1874,1565,39.41,1642
06-05-2013,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],377,377,9.60,400
06-05-2013,Grand Total Generation,Grand Total Generation,3768,2251,1942,49.02,2042
07-05-2013,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
07-05-2013,Pong HPS,396,19,180,0,0.48,20
07-05-2013,Sub Total (F ),2866,1257,1948,1108,30.67,1278
07-05-2013,ADHPL HPS(IPP),192,0,60,30,0.94,39
07-05-2013,KWHEP  HPS(IPP),1000,0,450,248,9.64,402
07-05-2013,Malana Stg-II HPS,100,0,25,91,0.56,23
07-05-2013,Shree Cement TPS,300,0,204,268,5.98,249
07-05-2013,Budhil HPS(IPP),70,0,35,25,0.58,24
07-05-2013,Sub Total (G ),1662,0,774,662,17.69,737
